"","day","wday","hour","count"
"2222",17048,1,13,25
"2223",17048,1,14,41
"2224",17048,1,15,73
"2225",17048,1,16,125
"2226",17048,1,17,144
"2227",17048,1,18,167
"2228",17048,1,19,199
"2229",17048,1,20,211
"2230",17048,1,21,222
"2231",17048,1,22,275
"2232",17048,1,23,275
"2233",17049,2,0,209
"2234",17049,2,1,240
"2235",17049,2,2,254
"2236",17049,2,3,220
"2237",17049,2,4,239
"2238",17049,2,5,218
"2239",17049,2,6,227
"2240",17049,2,7,195
"2241",17049,2,8,95
"2242",17049,2,9,41
"2243",17049,2,10,31
"2244",17049,2,11,37
"2245",17049,2,12,38
"2246",17049,2,13,44
"2247",17049,2,14,64
"2248",17049,2,15,105
"2249",17049,2,16,137
"2250",17049,2,17,135
"2251",17049,2,18,114
"2252",17049,2,19,121
"2253",17049,2,20,103
"2254",17049,2,21,114
"2255",17049,2,22,89
"2256",17049,2,23,69
"2257",17050,3,0,72
"2258",17050,3,1,55
"2259",17050,3,2,45
"2260",17050,3,3,44
"2261",17050,3,4,37
"2262",17050,3,5,24
"2263",17050,3,6,17
"2264",17050,3,7,12
"2265",17050,3,8,1
"2266",17050,3,9,6
"2267",17050,3,10,24
"2268",17050,3,11,28
"2269",17050,3,12,39
"2270",17050,3,13,53
"2271",17050,3,14,67
"2272",17050,3,15,55
"2273",17050,3,16,74
"2274",17050,3,17,63
"2275",17050,3,18,68
"2276",17050,3,19,78
"2277",17050,3,20,66
"2278",17050,3,21,66
"2279",17050,3,22,72
"2280",17050,3,23,77
"2281",17051,4,0,72
"2282",17051,4,1,59
"2283",17051,4,2,54
"2284",17051,4,3,43
"2285",17051,4,4,42
"2286",17051,4,5,26
"2287",17051,4,6,16
"2288",17051,4,7,10
"2289",17051,4,8,9
"2290",17051,4,9,11
"2291",17051,4,10,8
"2292",17051,4,11,16
"2293",17051,4,12,25
"2294",17051,4,13,62
"2295",17051,4,14,62
"2296",17051,4,15,53
"2297",17051,4,16,53
"2298",17051,4,17,53
"2299",17051,4,18,63
"2300",17051,4,19,59
"2301",17051,4,20,84
"2302",17051,4,21,67
"2303",17051,4,22,95
"2304",17051,4,23,97
"2305",17052,5,0,71
"2306",17052,5,1,66
"2307",17052,5,2,67
"2308",17052,5,3,64
"2309",17052,5,4,49
"2310",17052,5,5,34
"2311",17052,5,6,14
"2312",17052,5,7,15
"2313",17052,5,8,9
"2314",17052,5,9,9
"2315",17052,5,10,11
"2316",17052,5,11,15
"2317",17052,5,12,53
"2318",17052,5,13,62
"2319",17052,5,14,107
"2320",17052,5,15,68
"2321",17052,5,16,67
"2322",17052,5,17,64
"2323",17052,5,18,66
"2324",17052,5,19,81
"2325",17052,5,20,73
"2326",17052,5,21,90
"2327",17052,5,22,109
"2328",17052,5,23,111
"2329",17053,6,0,141
"2330",17053,6,1,148
"2331",17053,6,2,101
"2332",17053,6,3,148
"2333",17053,6,4,182
"2334",17053,6,5,119
"2335",17053,6,6,109
"2336",17053,6,7,73
"2337",17053,6,8,16
"2338",17053,6,9,14
"2339",17053,6,10,6
"2340",17053,6,11,7
"2341",17053,6,12,35
"2342",17053,6,13,66
"2343",17053,6,14,75
"2344",17053,6,15,67
"2345",17053,6,16,65
"2346",17053,6,17,81
"2347",17053,6,18,102
"2348",17053,6,19,88
"2349",17053,6,20,97
"2350",17053,6,21,118
"2351",17053,6,22,164
"2352",17053,6,23,227
"2353",17054,7,0,242
"2354",17054,7,1,315
"2355",17054,7,2,320
"2356",17054,7,3,409
"2357",17054,7,4,449
"2358",17054,7,5,353
"2359",17054,7,6,332
"2360",17054,7,7,275
"2361",17054,7,8,77
"2362",17054,7,9,38
"2363",17054,7,10,16
"2364",17054,7,11,22
"2365",17054,7,12,31
"2366",17054,7,13,29
"2367",17054,7,14,57
"2368",17054,7,15,86
"2369",17054,7,16,92
"2370",17054,7,17,136
"2371",17054,7,18,153
"2372",17054,7,19,242
"2373",17054,7,20,317
"2374",17054,7,21,335
"2375",17054,7,22,323
"2376",17054,7,23,296
"2377",17055,1,0,284
"2378",17055,1,1,317
"2379",17055,1,2,347
"2380",17055,1,3,242
"2381",17055,1,4,7
"2382",17055,1,5,285
"2383",17055,1,6,287
"2384",17055,1,7,262
"2385",17055,1,8,71
"2386",17055,1,9,34
"2387",17055,1,10,23
"2388",17055,1,11,34
"2389",17055,1,12,35
"2390",17055,1,13,36
"2391",17055,1,14,61
"2392",17055,1,15,111
"2393",17055,1,16,152
"2394",17055,1,17,168
"2395",17055,1,18,144
"2396",17055,1,19,140
"2397",17055,1,20,140
"2398",17055,1,21,129
"2399",17055,1,22,107
"2400",17055,1,23,107
"2401",17056,2,0,90
"2402",17056,2,1,76
"2403",17056,2,2,85
"2404",17056,2,3,100
"2405",17056,2,4,87
"2406",17056,2,5,46
"2407",17056,2,6,24
"2408",17056,2,7,12
"2409",17056,2,8,9
"2410",17056,2,9,10
"2411",17056,2,10,21
"2412",17056,2,11,18
"2413",17056,2,12,45
"2414",17056,2,13,78
"2415",17056,2,14,87
"2416",17056,2,15,73
"2417",17056,2,16,67
"2418",17056,2,17,74
"2419",17056,2,18,62
"2420",17056,2,19,73
"2421",17056,2,20,65
"2422",17056,2,21,62
"2423",17056,2,22,86
"2424",17056,2,23,80
"2425",17057,3,0,68
"2426",17057,3,1,67
"2427",17057,3,2,61
"2428",17057,3,3,52
"2429",17057,3,4,50
"2430",17057,3,5,27
"2431",17057,3,6,19
"2432",17057,3,7,10
"2433",17057,3,8,0
"2434",17057,3,9,8
"2435",17057,3,10,14
"2436",17057,3,11,23
"2437",17057,3,12,33
"2438",17057,3,13,56
"2439",17057,3,14,72
"2440",17057,3,15,64
"2441",17057,3,16,64
"2442",17057,3,17,54
"2443",17057,3,18,60
"2444",17057,3,19,67
"2445",17057,3,20,60
"2446",17057,3,21,73
"2447",17057,3,22,97
"2448",17057,3,23,106
"2449",17058,4,0,98
"2450",17058,4,1,88
"2451",17058,4,2,83
"2452",17058,4,3,83
"2453",17058,4,4,56
"2454",17058,4,5,41
"2455",17058,4,6,30
"2456",17058,4,7,10
"2457",17058,4,8,11
"2458",17058,4,9,6
"2459",17058,4,10,25
"2460",17058,4,11,24
"2461",17058,4,12,55
"2462",17058,4,13,86
"2463",17058,4,14,91
"2464",17058,4,15,73
"2465",17058,4,16,75
"2466",17058,4,17,86
"2467",17058,4,18,88
"2468",17058,4,19,75
"2469",17058,4,20,76
"2470",17058,4,21,82
"2471",17058,4,22,114
"2472",17058,4,23,131
"2473",17059,5,0,120
"2474",17059,5,1,104
"2475",17059,5,2,119
"2476",17059,5,3,97
"2477",17059,5,4,85
"2478",17059,5,5,53
"2479",17059,5,6,22
"2480",17059,5,7,18
"2481",17059,5,8,8
"2482",17059,5,9,6
"2483",17059,5,10,15
"2484",17059,5,11,20
"2485",17059,5,12,39
"2486",17059,5,13,81
"2487",17059,5,14,84
"2488",17059,5,15,86
"2489",17059,5,16,88
"2490",17059,5,17,97
"2491",17059,5,18,114
"2492",17059,5,19,135
"2493",17059,5,20,136
"2494",17059,5,21,132
"2495",17059,5,22,170
"2496",17059,5,23,194
"2497",17060,6,0,220
"2498",17060,6,1,245
"2499",17060,6,2,224
"2500",17060,6,3,288
"2501",17060,6,4,269
"2502",17060,6,5,212
"2503",17060,6,6,185
"2504",17060,6,7,146
"2505",17060,6,8,26
"2506",17060,6,9,22
"2507",17060,6,10,20
"2508",17060,6,11,26
"2509",17060,6,12,61
"2510",17060,6,13,90
"2511",17060,6,14,126
"2512",17060,6,15,127
"2513",17060,6,16,152
"2514",17060,6,17,130
"2515",17060,6,18,145
"2516",17060,6,19,152
"2517",17060,6,20,164
"2518",17060,6,21,157
"2519",17060,6,22,206
"2520",17060,6,23,306
"2521",17061,7,0,351
"2522",17061,7,1,352
"2523",17061,7,2,417
"2524",17061,7,3,487
"2525",17061,7,4,495
"2526",17061,7,5,489
"2527",17061,7,6,424
"2528",17061,7,7,347
"2529",17061,7,8,88
"2530",17061,7,9,47
"2531",17061,7,10,27
"2532",17061,7,11,26
"2533",17061,7,12,43
"2534",17061,7,13,68
"2535",17061,7,14,91
"2536",17061,7,15,127
"2537",17061,7,16,136
"2538",17061,7,17,174
"2539",17061,7,18,170
"2540",17061,7,19,168
"2541",17061,7,20,182
"2542",17061,7,21,217
"2543",17061,7,22,260
"2544",17061,7,23,365
"2545",17062,1,0,398
"2546",17062,1,1,538
"2547",17062,1,2,543
"2548",17062,1,3,515
"2549",17062,1,4,555
"2550",17062,1,5,501
"2551",17062,1,6,474
"2552",17062,1,7,404
"2553",17062,1,8,117
"2554",17062,1,9,62
"2555",17062,1,10,31
"2556",17062,1,11,41
"2557",17062,1,12,53
"2558",17062,1,13,53
"2559",17062,1,14,96
"2560",17062,1,15,136
"2561",17062,1,16,159
"2562",17062,1,17,176
"2563",17062,1,18,198
"2564",17062,1,19,171
"2565",17062,1,20,169
"2566",17062,1,21,185
"2567",17062,1,22,152
"2568",17062,1,23,156
"2569",17063,2,0,131
"2570",17063,2,1,123
"2571",17063,2,2,132
"2572",17063,2,3,102
"2573",17063,2,4,97
"2574",17063,2,5,52
"2575",17063,2,6,28
"2576",17063,2,7,20
"2577",17063,2,8,7
"2578",17063,2,9,20
"2579",17063,2,10,35
"2580",17063,2,11,26
"2581",17063,2,12,57
"2582",17063,2,13,107
"2583",17063,2,14,102
"2584",17063,2,15,93
"2585",17063,2,16,108
"2586",17063,2,17,91
"2587",17063,2,18,102
"2588",17063,2,19,101
"2589",17063,2,20,104
"2590",17063,2,21,100
"2591",17063,2,22,115
"2592",17063,2,23,137
"2593",17064,3,0,115
"2594",17064,3,1,79
"2595",17064,3,2,87
"2596",17064,3,3,75
"2597",17064,3,4,54
"2598",17064,3,5,31
"2599",17064,3,6,16
"2600",17064,3,7,10
"2601",17064,3,8,3
"2602",17064,3,9,6
"2603",17064,3,10,14
"2604",17064,3,11,14
"2605",17064,3,12,57
"2606",17064,3,13,109
"2607",17064,3,14,105
"2608",17064,3,15,91
"2609",17064,3,16,94
"2610",17064,3,17,96
"2611",17064,3,18,82
"2612",17064,3,19,104
"2613",17064,3,20,95
"2614",17064,3,21,117
"2615",17064,3,22,150
"2616",17064,3,23,182
"2617",17065,4,0,143
"2618",17065,4,1,95
"2619",17065,4,2,83
"2620",17065,4,3,123
"2621",17065,4,4,86
"2622",17065,4,5,57
"2623",17065,4,6,29
"2624",17065,4,7,25
"2625",17065,4,8,6
"2626",17065,4,9,15
"2627",17065,4,10,16
"2628",17065,4,11,31
"2629",17065,4,12,67
"2630",17065,4,13,113
"2631",17065,4,14,128
"2632",17065,4,15,65
"2633",17065,4,16,103
"2634",17065,4,17,87
"2635",17065,4,18,113
"2636",17065,4,19,115
"2637",17065,4,20,121
"2638",17065,4,21,143
"2639",17065,4,22,153
"2640",17065,4,23,220
"2641",17066,5,0,253
"2642",17066,5,1,185
"2643",17066,5,2,134
"2644",17066,5,3,119
"2645",17066,5,4,119
"2646",17066,5,5,96
"2647",17066,5,6,44
"2648",17066,5,7,26
"2649",17066,5,8,11
"2650",17066,5,9,16
"2651",17066,5,10,26
"2652",17066,5,11,24
"2653",17066,5,12,66
"2654",17066,5,13,126
"2655",17066,5,14,129
"2656",17066,5,15,100
"2657",17066,5,16,110
"2658",17066,5,17,116
"2659",17066,5,18,143
"2660",17066,5,19,134
"2661",17066,5,20,137
"2662",17066,5,21,145
"2663",17066,5,22,183
"2664",17066,5,23,267
"2665",17067,6,0,265
"2666",17067,6,1,248
"2667",17067,6,2,245
"2668",17067,6,3,248
"2669",17067,6,4,325
"2670",17067,6,5,232
"2671",17067,6,6,171
"2672",17067,6,7,120
"2673",17067,6,8,35
"2674",17067,6,9,25
"2675",17067,6,10,30
"2676",17067,6,11,22
"2677",17067,6,12,63
"2678",17067,6,13,115
"2679",17067,6,14,146
"2680",17067,6,15,156
"2681",17067,6,16,154
"2682",17067,6,17,168
"2683",17067,6,18,215
"2684",17067,6,19,194
"2685",17067,6,20,189
"2686",17067,6,21,230
"2687",17067,6,22,300
"2688",17067,6,23,356
"2689",17068,7,0,386
"2690",17068,7,1,396
"2691",17068,7,2,341
"2692",17068,7,3,547
"2693",17068,7,4,530
"2694",17068,7,5,474
"2695",17068,7,6,376
"2696",17068,7,7,349
"2697",17068,7,8,130
"2698",17068,7,9,46
"2699",17068,7,10,28
"2700",17068,7,11,25
"2701",17068,7,12,55
"2702",17068,7,13,80
"2703",17068,7,14,110
"2704",17068,7,15,140
"2705",17068,7,16,179
"2706",17068,7,17,180
"2707",17068,7,18,193
"2708",17068,7,19,250
"2709",17068,7,20,248
"2710",17068,7,21,252
"2711",17068,7,22,390
"2712",17068,7,23,509
"2713",17069,1,0,479
"2714",17069,1,1,482
"2715",17069,1,2,489
"2716",17069,1,3,688
"2717",17069,1,4,710
"2718",17069,1,5,541
"2719",17069,1,6,557
"2720",17069,1,7,466
"2721",17069,1,8,135
"2722",17069,1,9,74
"2723",17069,1,10,49
"2724",17069,1,11,46
"2725",17069,1,12,65
"2726",17069,1,13,85
"2727",17069,1,14,106
"2728",17069,1,15,162
"2729",17069,1,16,205
"2730",17069,1,17,184
"2731",17069,1,18,168
"2732",17069,1,19,182
"2733",17069,1,20,195
"2734",17069,1,21,204
"2735",17069,1,22,209
"2736",17069,1,23,183
"2737",17070,2,0,187
"2738",17070,2,1,145
"2739",17070,2,2,144
"2740",17070,2,3,157
"2741",17070,2,4,136
"2742",17070,2,5,53
"2743",17070,2,6,42
"2744",17070,2,7,22
"2745",17070,2,8,19
"2746",17070,2,9,29
"2747",17070,2,10,42
"2748",17070,2,11,34
"2749",17070,2,12,78
"2750",17070,2,13,130
"2751",17070,2,14,138
"2752",17070,2,15,118
"2753",17070,2,16,103
"2754",17070,2,17,131
"2755",17070,2,18,119
"2756",17070,2,19,129
"2757",17070,2,20,130
"2758",17070,2,21,121
"2759",17070,2,22,135
"2760",17070,2,23,138
"2761",17071,3,0,155
"2762",17071,3,1,120
"2763",17071,3,2,73
"2764",17071,3,3,93
"2765",17071,3,4,79
"2766",17071,3,5,50
"2767",17071,3,6,29
"2768",17071,3,7,22
"2769",17071,3,8,12
"2770",17071,3,9,7
"2771",17071,3,10,15
"2772",17071,3,11,22
"2773",17071,3,12,75
"2774",17071,3,13,114
"2775",17071,3,14,99
"2776",17071,3,15,90
"2777",17071,3,16,97
"2778",17071,3,17,113
"2779",17071,3,18,99
"2780",17071,3,19,112
"2781",17071,3,20,102
"2782",17071,3,21,144
"2783",17071,3,22,140
"2784",17071,3,23,154
"2785",17072,4,0,153
"2786",17072,4,1,124
"2787",17072,4,2,108
"2788",17072,4,3,110
"2789",17072,4,4,103
"2790",17072,4,5,54
"2791",17072,4,6,53
"2792",17072,4,7,28
"2793",17072,4,8,10
"2794",17072,4,9,12
"2795",17072,4,10,20
"2796",17072,4,11,44
"2797",17072,4,12,78
"2798",17072,4,13,103
"2799",17072,4,14,111
"2800",17072,4,15,113
"2801",17072,4,16,93
"2802",17072,4,17,133
"2803",17072,4,18,125
"2804",17072,4,19,139
"2805",17072,4,20,130
"2806",17072,4,21,177
"2807",17072,4,22,196
"2808",17072,4,23,186
"2809",17073,5,0,201
"2810",17073,5,1,170
"2811",17073,5,2,164
"2812",17073,5,3,178
"2813",17073,5,4,137
"2814",17073,5,5,91
"2815",17073,5,6,74
"2816",17073,5,7,39
"2817",17073,5,8,15
"2818",17073,5,9,20
"2819",17073,5,10,21
"2820",17073,5,11,36
"2821",17073,5,12,83
"2822",17073,5,13,126
"2823",17073,5,14,147
"2824",17073,5,15,138
"2825",17073,5,16,158
"2826",17073,5,17,165
"2827",17073,5,18,177
"2828",17073,5,19,171
"2829",17073,5,20,186
"2830",17073,5,21,197
"2831",17073,5,22,243
"2832",17073,5,23,321
"2833",17074,6,0,391
"2834",17074,6,1,369
"2835",17074,6,2,359
"2836",17074,6,3,431
"2837",17074,6,4,463
"2838",17074,6,5,342
"2839",17074,6,6,251
"2840",17074,6,7,155
"2841",17074,6,8,53
"2842",17074,6,9,29
"2843",17074,6,10,44
"2844",17074,6,11,42
"2845",17074,6,12,87
"2846",17074,6,13,153
"2847",17074,6,14,175
"2848",17074,6,15,277
"2849",17074,6,16,372
"2850",17074,6,17,410
"2851",17074,6,18,421
"2852",17074,6,19,482
"2853",17074,6,20,493
"2854",17074,6,21,437
"2855",17074,6,22,448
"2856",17074,6,23,427
"2857",17075,7,0,465
"2858",17075,7,1,431
"2859",17075,7,2,656
"2860",17075,7,3,924
"2861",17075,7,4,998
"2862",17075,7,5,750
"2863",17075,7,6,586
"2864",17075,7,7,438
"2865",17075,7,8,140
"2866",17075,7,9,51
"2867",17075,7,10,27
"2868",17075,7,11,36
"2869",17075,7,12,53
"2870",17075,7,13,91
"2871",17075,7,14,160
"2872",17075,7,15,225
"2873",17075,7,16,421
"2874",17075,7,17,544
"2875",17075,7,18,743
"2876",17075,7,19,822
"2877",17075,7,20,685
"2878",17075,7,21,491
"2879",17075,7,22,356
"2880",17075,7,23,335
"2881",17076,1,0,381
"2882",17076,1,1,509
"2883",17076,1,2,819
"2884",17076,1,3,939
"2885",17076,1,4,1057
"2886",17076,1,5,891
"2887",17076,1,6,670
"2888",17076,1,7,514
"2889",17076,1,8,205
"2890",17076,1,9,91
"2891",17076,1,10,64
"2892",17076,1,11,45
"2893",17076,1,12,60
"2894",17076,1,13,94
"2895",17076,1,14,155
"2896",17076,1,15,242
"2897",17076,1,16,472
"2898",17076,1,17,538
"2899",17076,1,18,632
"2900",17076,1,19,595
"2901",17076,1,20,616
"2902",17076,1,21,518
"2903",17076,1,22,373
"2904",17076,1,23,302
"2905",17077,2,0,268
"2906",17077,2,1,320
"2907",17077,2,2,536
"2908",17077,2,3,680
"2909",17077,2,4,484
"2910",17077,2,5,176
"2911",17077,2,6,93
"2912",17077,2,7,68
"2913",17077,2,8,34
"2914",17077,2,9,34
"2915",17077,2,10,57
"2916",17077,2,11,70
"2917",17077,2,12,106
"2918",17077,2,13,132
"2919",17077,2,14,180
"2920",17077,2,15,216
"2921",17077,2,16,235
"2922",17077,2,17,223
"2923",17077,2,18,214
"2924",17077,2,19,176
"2925",17077,2,20,160
"2926",17077,2,21,176
"2927",17077,2,22,171
"2928",17077,2,23,182
"2929",17078,3,0,148
"2930",17078,3,1,136
"2931",17078,3,2,118
"2932",17078,3,3,104
"2933",17078,3,4,90
"2934",17078,3,5,43
"2935",17078,3,6,28
"2936",17078,3,7,19
"2937",17078,3,8,13
"2938",17078,3,9,20
"2939",17078,3,10,24
"2940",17078,3,11,26
"2941",17078,3,12,66
"2942",17078,3,13,117
"2943",17078,3,14,109
"2944",17078,3,15,90
"2945",17078,3,16,115
"2946",17078,3,17,128
"2947",17078,3,18,129
"2948",17078,3,19,136
"2949",17078,3,20,121
"2950",17078,3,21,128
"2951",17078,3,22,171
"2952",17078,3,23,145
"2953",17079,4,0,165
"2954",17079,4,1,151
"2955",17079,4,2,133
"2956",17079,4,3,118
"2957",17079,4,4,121
"2958",17079,4,5,65
"2959",17079,4,6,41
"2960",17079,4,7,37
"2961",17079,4,8,18
"2962",17079,4,9,15
"2963",17079,4,10,24
"2964",17079,4,11,33
"2965",17079,4,12,84
"2966",17079,4,13,139
"2967",17079,4,14,104
"2968",17079,4,15,126
"2969",17079,4,16,143
"2970",17079,4,17,135
"2971",17079,4,18,118
"2972",17079,4,19,102
"2973",17079,4,20,152
"2974",17079,4,21,158
"2975",17079,4,22,197
"2976",17079,4,23,242
"2977",17080,5,0,242
"2978",17080,5,1,218
"2979",17080,5,2,195
"2980",17080,5,3,210
"2981",17080,5,4,158
"2982",17080,5,5,113
"2983",17080,5,6,67
"2984",17080,5,7,53
"2985",17080,5,8,14
"2986",17080,5,9,16
"2987",17080,5,10,27
"2988",17080,5,11,42
"2989",17080,5,12,88
"2990",17080,5,13,154
"2991",17080,5,14,181
"2992",17080,5,15,175
"2993",17080,5,16,201
"2994",17080,5,17,227
"2995",17080,5,18,210
"2996",17080,5,19,246
"2997",17080,5,20,227
"2998",17080,5,21,252
"2999",17080,5,22,340
"3000",17080,5,23,408
"3001",17081,6,0,452
"3002",17081,6,1,451
"3003",17081,6,2,422
"3004",17081,6,3,467
"3005",17081,6,4,508
"3006",17081,6,5,437
"3007",17081,6,6,270
"3008",17081,6,7,205
"3009",17081,6,8,44
"3010",17081,6,9,36
"3011",17081,6,10,44
"3012",17081,6,11,37
"3013",17081,6,12,97
"3014",17081,6,13,161
"3015",17081,6,14,242
"3016",17081,6,15,331
"3017",17081,6,16,470
"3018",17081,6,17,591
"3019",17081,6,18,669
"3020",17081,6,19,723
"3021",17081,6,20,723
"3022",17081,6,21,593
"3023",17081,6,22,620
"3024",17081,6,23,559
"3025",17082,7,0,483
"3026",17082,7,1,488
"3027",17082,7,2,749
"3028",17082,7,3,1109
"3029",17082,7,4,1263
"3030",17082,7,5,908
"3031",17082,7,6,611
"3032",17082,7,7,523
"3033",17082,7,8,153
"3034",17082,7,9,54
"3035",17082,7,10,37
"3036",17082,7,11,41
"3037",17082,7,12,51
"3038",17082,7,13,87
"3039",17082,7,14,129
"3040",17082,7,15,312
"3041",17082,7,16,543
"3042",17082,7,17,765
"3043",17082,7,18,889
"3044",17082,7,19,912
"3045",17082,7,20,885
"3046",17082,7,21,662
"3047",17082,7,22,449
"3048",17082,7,23,435
"3049",17083,1,0,480
"3050",17083,1,1,569
"3051",17083,1,2,830
"3052",17083,1,3,1181
"3053",17083,1,4,1368
"3054",17083,1,5,986
"3055",17083,1,6,612
"3056",17083,1,7,611
"3057",17083,1,8,236
"3058",17083,1,9,95
"3059",17083,1,10,64
"3060",17083,1,11,46
"3061",17083,1,12,79
"3062",17083,1,13,96
"3063",17083,1,14,153
"3064",17083,1,15,280
"3065",17083,1,16,532
"3066",17083,1,17,694
"3067",17083,1,18,744
"3068",17083,1,19,791
"3069",17083,1,20,801
"3070",17083,1,21,611
"3071",17083,1,22,447
"3072",17083,1,23,334
"3073",17084,2,0,328
"3074",17084,2,1,371
"3075",17084,2,2,638
"3076",17084,2,3,898
"3077",17084,2,4,649
"3078",17084,2,5,286
"3079",17084,2,6,172
"3080",17084,2,7,142
"3081",17084,2,8,70
"3082",17084,2,9,79
"3083",17084,2,10,105
"3084",17084,2,11,93
"3085",17084,2,12,122
"3086",17084,2,13,183
"3087",17084,2,14,206
"3088",17084,2,15,286
"3089",17084,2,16,301
"3090",17084,2,17,294
"3091",17084,2,18,265
"3092",17084,2,19,241
"3093",17084,2,20,244
"3094",17084,2,21,241
"3095",17084,2,22,217
"3096",17084,2,23,202
"3097",17085,3,0,192
"3098",17085,3,1,184
"3099",17085,3,2,148
"3100",17085,3,3,145
"3101",17085,3,4,98
"3102",17085,3,5,70
"3103",17085,3,6,43
"3104",17085,3,7,23
"3105",17085,3,8,16
"3106",17085,3,9,31
"3107",17085,3,10,45
"3108",17085,3,11,53
"3109",17085,3,12,82
"3110",17085,3,13,125
"3111",17085,3,14,138
"3112",17085,3,15,143
"3113",17085,3,16,155
"3114",17085,3,17,153
"3115",17085,3,18,146
"3116",17085,3,19,111
"3117",17085,3,20,155
"3118",17085,3,21,137
"3119",17085,3,22,167
"3120",17085,3,23,202
"3121",17086,4,0,174
"3122",17086,4,1,128
"3123",17086,4,2,152
"3124",17086,4,3,126
"3125",17086,4,4,106
"3126",17086,4,5,67
"3127",17086,4,6,47
"3128",17086,4,7,36
"3129",17086,4,8,11
"3130",17086,4,9,21
"3131",17086,4,10,23
"3132",17086,4,11,42
"3133",17086,4,12,91
"3134",17086,4,13,142
"3135",17086,4,14,146
"3136",17086,4,15,126
"3137",17086,4,16,131
"3138",17086,4,17,117
"3139",17086,4,18,153
"3140",17086,4,19,152
"3141",17086,4,20,150
"3142",17086,4,21,176
"3143",17086,4,22,161
"3144",17086,4,23,218
"3145",17087,5,0,211
"3146",17087,5,1,162
"3147",17087,5,2,145
"3148",17087,5,3,149
"3149",17087,5,4,132
"3150",17087,5,5,81
"3151",17087,5,6,52
"3152",17087,5,7,37
"3153",17087,5,8,13
"3154",17087,5,9,38
"3155",17087,5,10,33
"3156",17087,5,11,58
"3157",17087,5,12,95
"3158",17087,5,13,151
"3159",17087,5,14,129
"3160",17087,5,15,138
"3161",17087,5,16,127
"3162",17087,5,17,182
"3163",17087,5,18,133
"3164",17087,5,19,143
"3165",17087,5,20,167
"3166",17087,5,21,189
"3167",17087,5,22,229
"3168",17087,5,23,319
"3169",17088,6,0,355
"3170",17088,6,1,314
"3171",17088,6,2,316
"3172",17088,6,3,420
"3173",17088,6,4,475
"3174",17088,6,5,375
"3175",17088,6,6,234
"3176",17088,6,7,188
"3177",17088,6,8,47
"3178",17088,6,9,43
"3179",17088,6,10,32
"3180",17088,6,11,37
"3181",17088,6,12,88
"3182",17088,6,13,161
"3183",17088,6,14,159
"3184",17088,6,15,185
"3185",17088,6,16,166
"3186",17088,6,17,172
"3187",17088,6,18,212
"3188",17088,6,19,214
"3189",17088,6,20,241
"3190",17088,6,21,272
"3191",17088,6,22,357
"3192",17088,6,23,472
"3193",17089,7,0,599
"3194",17089,7,1,561
"3195",17089,7,2,636
"3196",17089,7,3,849
"3197",17089,7,4,817
"3198",17089,7,5,657
"3199",17089,7,6,598
"3200",17089,7,7,500
"3201",17089,7,8,142
"3202",17089,7,9,49
"3203",17089,7,10,38
"3204",17089,7,11,37
"3205",17089,7,12,53
"3206",17089,7,13,89
"3207",17089,7,14,136
"3208",17089,7,15,209
"3209",17089,7,16,261
"3210",17089,7,17,288
"3211",17089,7,18,371
"3212",17089,7,19,450
"3213",17089,7,20,579
"3214",17089,7,21,677
"3215",17089,7,22,694
"3216",17089,7,23,591
"3217",17090,1,0,582
"3218",17090,1,1,624
"3219",17090,1,2,722
"3220",17090,1,3,866
"3221",17090,1,4,953
"3222",17090,1,5,702
"3223",17090,1,6,652
"3224",17090,1,7,570
"3225",17090,1,8,201
"3226",17090,1,9,90
"3227",17090,1,10,59
"3228",17090,1,11,65
"3229",17090,1,12,75
"3230",17090,1,13,99
"3231",17090,1,14,125
"3232",17090,1,15,210
"3233",17090,1,16,236
"3234",17090,1,17,261
"3235",17090,1,18,228
"3236",17090,1,19,225
"3237",17090,1,20,239
"3238",17090,1,21,236
"3239",17090,1,22,222
"3240",17090,1,23,234
"3241",17091,2,0,231
"3242",17091,2,1,222
"3243",17091,2,2,161
"3244",17091,2,3,185
"3245",17091,2,4,152
"3246",17091,2,5,107
"3247",17091,2,6,45
"3248",17091,2,7,25
"3249",17091,2,8,14
"3250",17091,2,9,40
"3251",17091,2,10,49
"3252",17091,2,11,55
"3253",17091,2,12,92
"3254",17091,2,13,136
"3255",17091,2,14,163
"3256",17091,2,15,146
"3257",17091,2,16,126
"3258",17091,2,17,167
"3259",17091,2,18,144
"3260",17091,2,19,148
"3261",17091,2,20,191
"3262",17091,2,21,138
"3263",17091,2,22,172
"3264",17091,2,23,197
"3265",17092,3,0,160
"3266",17092,3,1,138
"3267",17092,3,2,107
"3268",17092,3,3,122
"3269",17092,3,4,111
"3270",17092,3,5,61
"3271",17092,3,6,34
"3272",17092,3,7,26
"3273",17092,3,8,15
"3274",17092,3,9,20
"3275",17092,3,10,30
"3276",17092,3,11,44
"3277",17092,3,12,96
"3278",17092,3,13,142
"3279",17092,3,14,144
"3280",17092,3,15,141
"3281",17092,3,16,132
"3282",17092,3,17,131
"3283",17092,3,18,141
"3284",17092,3,19,131
"3285",17092,3,20,142
"3286",17092,3,21,170
"3287",17092,3,22,219
"3288",17092,3,23,216
"3289",17093,4,0,215
"3290",17093,4,1,190
"3291",17093,4,2,178
"3292",17093,4,3,166
"3293",17093,4,4,126
"3294",17093,4,5,89
"3295",17093,4,6,62
"3296",17093,4,7,44
