"","day","wday","hour","count"
"1147",17003,5,18,16
"1148",17003,5,19,9
"1149",17003,5,20,16
"1150",17003,5,21,21
"1151",17003,5,22,17
"1152",17003,5,23,41
"1153",17004,6,0,32
"1154",17004,6,1,34
"1155",17004,6,2,28
"1156",17004,6,3,33
"1157",17004,6,4,27
"1158",17004,6,5,23
"1159",17004,6,6,17
"1160",17004,6,7,12
"1161",17004,6,8,4
"1162",17004,6,9,4
"1163",17004,6,10,6
"1164",17004,6,11,5
"1165",17004,6,12,8
"1166",17004,6,13,10
"1167",17004,6,14,16
"1168",17004,6,15,13
"1169",17004,6,16,16
"1170",17004,6,17,29
"1171",17004,6,18,21
"1172",17004,6,19,19
"1173",17004,6,20,20
"1174",17004,6,21,25
"1175",17004,6,22,49
"1176",17004,6,23,71
"1177",17005,7,0,76
"1178",17005,7,1,95
"1179",17005,7,2,100
"1180",17005,7,3,123
"1181",17005,7,4,128
"1182",17005,7,5,83
"1183",17005,7,6,70
"1184",17005,7,7,40
"1185",17005,7,8,27
"1186",17005,7,9,8
"1187",17005,7,10,3
"1188",17005,7,11,4
"1189",17005,7,12,3
"1190",17005,7,13,8
"1191",17005,7,14,12
"1192",17005,7,15,12
"1193",17005,7,16,23
"1194",17005,7,17,26
"1195",17005,7,18,29
"1196",17005,7,19,16
"1197",17005,7,20,25
"1198",17005,7,21,24
"1199",17005,7,22,39
"1200",17005,7,23,77
"1201",17006,1,0,87
"1202",17006,1,1,90
"1203",17006,1,2,123
"1204",17006,1,3,113
"1205",17006,1,4,111
"1206",17006,1,5,97
"1207",17006,1,6,79
"1208",17006,1,7,48
"1209",17006,1,8,22
"1210",17006,1,9,8
"1211",17006,1,10,3
"1212",17006,1,11,3
"1213",17006,1,12,5
"1214",17006,1,13,7
"1215",17006,1,14,15
"1216",17006,1,15,16
"1217",17006,1,16,20
"1218",17006,1,17,20
"1219",17006,1,18,22
"1220",17006,1,19,21
"1221",17006,1,20,21
"1222",17006,1,21,15
"1223",17006,1,22,24
"1224",17006,1,23,23
"1225",17007,2,0,20
"1226",17007,2,1,15
"1227",17007,2,2,14
"1228",17007,2,3,24
"1229",17007,2,4,15
"1230",17007,2,5,7
"1231",17007,2,6,8
"1232",17007,2,7,4
"1233",17007,2,8,0
"1234",17007,2,9,2
"1235",17007,2,10,6
"1236",17007,2,11,7
"1237",17007,2,12,8
"1238",17007,2,13,8
"1239",17007,2,14,19
"1240",17007,2,15,16
"1241",17007,2,16,5
"1242",17007,2,17,12
"1243",17007,2,18,15
"1244",17007,2,19,16
"1245",17007,2,20,16
"1246",17007,2,21,7
"1247",17007,2,22,9
"1248",17007,2,23,18
"1249",17008,3,0,22
"1250",17008,3,1,23
"1251",17008,3,2,11
"1252",17008,3,3,15
"1253",17008,3,4,4
"1254",17008,3,5,5
"1255",17008,3,6,6
"1256",17008,3,7,3
"1257",17008,3,8,2
"1258",17008,3,9,1
"1259",17008,3,10,3
"1260",17008,3,11,3
"1261",17008,3,12,7
"1262",17008,3,13,14
"1263",17008,3,14,13
"1264",17008,3,15,13
"1265",17008,3,16,13
"1266",17008,3,17,16
"1267",17008,3,18,13
"1268",17008,3,19,14
"1269",17008,3,20,9
"1270",17008,3,21,19
"1271",17008,3,22,19
"1272",17008,3,23,25
"1273",17009,4,0,24
"1274",17009,4,1,22
"1275",17009,4,2,14
"1276",17009,4,3,15
"1277",17009,4,4,12
"1278",17009,4,5,8
"1279",17009,4,6,5
"1280",17009,4,7,5
"1281",17009,4,8,2
"1282",17009,4,9,0
"1283",17009,4,10,4
"1284",17009,4,11,3
"1285",17009,4,12,9
"1286",17009,4,13,9
"1287",17009,4,14,16
"1288",17009,4,15,17
"1289",17009,4,16,15
"1290",17009,4,17,21
"1291",17009,4,18,16
"1292",17009,4,19,16
"1293",17009,4,20,21
"1294",17009,4,21,10
"1295",17009,4,22,16
"1296",17009,4,23,26
"1297",17010,5,0,24
"1298",17010,5,1,15
"1299",17010,5,2,25
"1300",17010,5,3,17
"1301",17010,5,4,14
"1302",17010,5,5,15
"1303",17010,5,6,5
"1304",17010,5,7,3
"1305",17010,5,8,0
"1306",17010,5,9,4
"1307",17010,5,10,5
"1308",17010,5,11,6
"1309",17010,5,12,6
"1310",17010,5,13,15
"1311",17010,5,14,14
"1312",17010,5,15,17
"1313",17010,5,16,20
"1314",17010,5,17,22
"1315",17010,5,18,23
"1316",17010,5,19,27
"1317",17010,5,20,27
"1318",17010,5,21,24
"1319",17010,5,22,28
"1320",17010,5,23,21
"1321",17011,6,0,44
"1322",17011,6,1,26
"1323",17011,6,2,42
"1324",17011,6,3,43
"1325",17011,6,4,36
"1326",17011,6,5,34
"1327",17011,6,6,25
"1328",17011,6,7,15
"1329",17011,6,8,4
"1330",17011,6,9,2
"1331",17011,6,10,1
"1332",17011,6,11,3
"1333",17011,6,12,10
"1334",17011,6,13,13
"1335",17011,6,14,21
"1336",17011,6,15,27
"1337",17011,6,16,18
"1338",17011,6,17,21
"1339",17011,6,18,25
"1340",17011,6,19,16
"1341",17011,6,20,32
"1342",17011,6,21,36
"1343",17011,6,22,39
"1344",17011,6,23,57
"1345",17012,7,0,81
"1346",17012,7,1,78
"1347",17012,7,2,77
"1348",17012,7,3,82
"1349",17012,7,4,114
"1350",17012,7,5,83
"1351",17012,7,6,71
"1352",17012,7,7,76
"1353",17012,7,8,14
"1354",17012,7,9,4
"1355",17012,7,10,4
"1356",17012,7,11,4
"1357",17012,7,12,5
"1358",17012,7,13,10
"1359",17012,7,14,16
"1360",17012,7,15,16
"1361",17012,7,16,20
"1362",17012,7,17,19
"1363",17012,7,18,27
"1364",17012,7,19,18
"1365",17012,7,20,29
"1366",17012,7,21,25
"1367",17012,7,22,43
"1368",17012,7,23,71
"1369",17013,1,0,63
"1370",17013,1,1,80
"1371",17013,1,2,82
"1372",17013,1,3,122
"1373",17013,1,4,116
"1374",17013,1,5,82
"1375",17013,1,6,82
"1376",17013,1,7,54
"1377",17013,1,8,26
"1378",17013,1,9,12
"1379",17013,1,10,4
"1380",17013,1,11,3
"1381",17013,1,12,9
"1382",17013,1,13,7
"1383",17013,1,14,11
"1384",17013,1,15,20
"1385",17013,1,16,19
"1386",17013,1,17,23
"1387",17013,1,18,24
"1388",17013,1,19,20
"1389",17013,1,20,29
"1390",17013,1,21,22
"1391",17013,1,22,21
"1392",17013,1,23,26
"1393",17014,2,0,21
"1394",17014,2,1,21
"1395",17014,2,2,20
"1396",17014,2,3,12
"1397",17014,2,4,7
"1398",17014,2,5,3
"1399",17014,2,6,6
"1400",17014,2,7,0
"1401",17014,2,8,1
"1402",17014,2,9,3
"1403",17014,2,10,6
"1404",17014,2,11,3
"1405",17014,2,12,5
"1406",17014,2,13,17
"1407",17014,2,14,15
"1408",17014,2,15,17
"1409",17014,2,16,13
"1410",17014,2,17,22
"1411",17014,2,18,15
"1412",17014,2,19,10
"1413",17014,2,20,19
"1414",17014,2,21,16
"1415",17014,2,22,21
"1416",17014,2,23,19
"1417",17015,3,0,17
"1418",17015,3,1,16
"1419",17015,3,2,14
"1420",17015,3,3,11
"1421",17015,3,4,5
"1422",17015,3,5,9
"1423",17015,3,6,3
"1424",17015,3,7,2
"1425",17015,3,8,2
"1426",17015,3,9,0
"1427",17015,3,10,2
"1428",17015,3,11,2
"1429",17015,3,12,12
"1430",17015,3,13,12
"1431",17015,3,14,10
"1432",17015,3,15,16
"1433",17015,3,16,17
"1434",17015,3,17,11
"1435",17015,3,18,13
"1436",17015,3,19,16
"1437",17015,3,20,18
"1438",17015,3,21,12
"1439",17015,3,22,14
"1440",17015,3,23,15
"1441",17016,4,0,18
"1442",17016,4,1,15
"1443",17016,4,2,20
"1444",17016,4,3,19
"1445",17016,4,4,17
"1446",17016,4,5,10
"1447",17016,4,6,9
"1448",17016,4,7,3
"1449",17016,4,8,0
"1450",17016,4,9,0
"1451",17016,4,10,6
"1452",17016,4,11,4
"1453",17016,4,12,11
"1454",17016,4,13,18
"1455",17016,4,14,13
"1456",17016,4,15,11
"1457",17016,4,16,16
"1458",17016,4,17,18
"1459",17016,4,18,17
"1460",17016,4,19,10
"1461",17016,4,20,16
"1462",17016,4,21,15
"1463",17016,4,22,22
"1464",17016,4,23,36
"1465",17017,5,0,68
"1466",17017,5,1,30
"1467",17017,5,2,47
"1468",17017,5,3,58
"1469",17017,5,4,28
"1470",17017,5,5,11
"1471",17017,5,6,6
"1472",17017,5,7,1
"1473",17017,5,8,2
"1474",17017,5,9,2
"1475",17017,5,10,4
"1476",17017,5,11,6
"1477",17017,5,12,10
"1478",17017,5,13,10
"1479",17017,5,14,25
"1480",17017,5,15,23
"1481",17017,5,16,13
"1482",17017,5,17,26
"1483",17017,5,18,21
"1484",17017,5,19,16
"1485",17017,5,20,20
"1486",17017,5,21,20
"1487",17017,5,22,29
"1488",17017,5,23,40
"1489",17018,6,0,31
"1490",17018,6,1,30
"1491",17018,6,2,37
"1492",17018,6,3,36
"1493",17018,6,4,31
"1494",17018,6,5,18
"1495",17018,6,6,10
"1496",17018,6,7,14
"1497",17018,6,8,4
"1498",17018,6,9,3
"1499",17018,6,10,3
"1500",17018,6,11,3
"1501",17018,6,12,11
"1502",17018,6,13,19
"1503",17018,6,14,19
"1504",17018,6,15,22
"1505",17018,6,16,15
"1506",17018,6,17,24
"1507",17018,6,18,21
"1508",17018,6,19,22
"1509",17018,6,20,21
"1510",17018,6,21,37
"1511",17018,6,22,40
"1512",17018,6,23,59
"1513",17019,7,0,88
"1514",17019,7,1,89
"1515",17019,7,2,100
"1516",17019,7,3,96
"1517",17019,7,4,138
"1518",17019,7,5,94
"1519",17019,7,6,100
"1520",17019,7,7,100
"1521",17019,7,8,23
"1522",17019,7,9,8
"1523",17019,7,10,4
"1524",17019,7,11,5
"1525",17019,7,12,5
"1526",17019,7,13,5
"1527",17019,7,14,20
"1528",17019,7,15,28
"1529",17019,7,16,25
"1530",17019,7,17,20
"1531",17019,7,18,21
"1532",17019,7,19,24
"1533",17019,7,20,37
"1534",17019,7,21,40
"1535",17019,7,22,78
"1536",17019,7,23,108
"1537",17020,1,0,175
"1538",17020,1,1,167
"1539",17020,1,2,190
"1540",17020,1,3,230
"1541",17020,1,4,231
"1542",17020,1,5,203
"1543",17020,1,6,184
"1544",17020,1,7,179
"1545",17020,1,8,36
"1546",17020,1,9,14
"1547",17020,1,10,8
"1548",17020,1,11,5
"1549",17020,1,12,7
"1550",17020,1,13,10
"1551",17020,1,14,12
"1552",17020,1,15,17
"1553",17020,1,16,22
"1554",17020,1,17,23
"1555",17020,1,18,21
"1556",17020,1,19,26
"1557",17020,1,20,26
"1558",17020,1,21,29
"1559",17020,1,22,25
"1560",17020,1,23,33
"1561",17021,2,0,34
"1562",17021,2,1,25
"1563",17021,2,2,21
"1564",17021,2,3,21
"1565",17021,2,4,20
"1566",17021,2,5,11
"1567",17021,2,6,8
"1568",17021,2,7,3
"1569",17021,2,8,3
"1570",17021,2,9,3
"1571",17021,2,10,11
"1572",17021,2,11,3
"1573",17021,2,12,14
"1574",17021,2,13,15
"1575",17021,2,14,22
"1576",17021,2,15,17
"1577",17021,2,16,17
"1578",17021,2,17,24
"1579",17021,2,18,24
"1580",17021,2,19,21
"1581",17021,2,20,28
"1582",17021,2,21,24
"1583",17021,2,22,23
"1584",17021,2,23,32
"1585",17022,3,0,32
"1586",17022,3,1,19
"1587",17022,3,2,16
"1588",17022,3,3,23
"1589",17022,3,4,14
"1590",17022,3,5,12
"1591",17022,3,6,6
"1592",17022,3,7,4
"1593",17022,3,8,0
"1594",17022,3,9,0
"1595",17022,3,10,0
"1596",17022,3,11,2
"1597",17022,3,12,19
"1598",17022,3,13,15
"1599",17022,3,14,23
"1600",17022,3,15,13
"1601",17022,3,16,29
"1602",17022,3,17,22
"1603",17022,3,18,35
"1604",17022,3,19,25
"1605",17022,3,20,22
"1606",17022,3,21,22
"1607",17022,3,22,30
"1608",17022,3,23,29
"1609",17023,4,0,37
"1610",17023,4,1,26
"1611",17023,4,2,23
"1612",17023,4,3,24
"1613",17023,4,4,17
"1614",17023,4,5,18
"1615",17023,4,6,14
"1616",17023,4,7,9
"1617",17023,4,8,4
"1618",17023,4,9,4
"1619",17023,4,10,3
"1620",17023,4,11,6
"1621",17023,4,12,18
"1622",17023,4,13,20
"1623",17023,4,14,14
"1624",17023,4,15,25
"1625",17023,4,16,28
"1626",17023,4,17,35
"1627",17023,4,18,27
"1628",17023,4,19,21
"1629",17023,4,20,31
"1630",17023,4,21,31
"1631",17023,4,22,28
"1632",17023,4,23,66
"1633",17024,5,0,53
"1634",17024,5,1,43
"1635",17024,5,2,42
"1636",17024,5,3,37
"1637",17024,5,4,24
"1638",17024,5,5,24
"1639",17024,5,6,13
"1640",17024,5,7,5
"1641",17024,5,8,2
"1642",17024,5,9,3
"1643",17024,5,10,4
"1644",17024,5,11,9
"1645",17024,5,12,15
"1646",17024,5,13,24
"1647",17024,5,14,28
"1648",17024,5,15,39
"1649",17024,5,16,32
"1650",17024,5,17,33
"1651",17024,5,18,38
"1652",17024,5,19,35
"1653",17024,5,20,27
"1654",17024,5,21,42
"1655",17024,5,22,85
"1656",17024,5,23,111
"1657",17025,6,0,90
"1658",17025,6,1,78
"1659",17025,6,2,63
"1660",17025,6,3,81
"1661",17025,6,4,69
"1662",17025,6,5,39
"1663",17025,6,6,33
"1664",17025,6,7,15
"1665",17025,6,8,10
"1666",17025,6,9,3
"1667",17025,6,10,9
"1668",17025,6,11,10
"1669",17025,6,12,16
"1670",17025,6,13,34
"1671",17025,6,14,47
"1672",17025,6,15,41
"1673",17025,6,16,60
"1674",17025,6,17,58
"1675",17025,6,18,75
"1676",17025,6,19,72
"1677",17025,6,20,55
"1678",17025,6,21,53
"1679",17025,6,22,70
"1680",17025,6,23,112
"1681",17026,7,0,149
"1682",17026,7,1,131
"1683",17026,7,2,176
"1684",17026,7,3,237
"1685",17026,7,4,309
"1686",17026,7,5,203
"1687",17026,7,6,188
"1688",17026,7,7,153
"1689",17026,7,8,50
"1690",17026,7,9,11
"1691",17026,7,10,13
"1692",17026,7,11,12
"1693",17026,7,12,13
"1694",17026,7,13,14
"1695",17026,7,14,27
"1696",17026,7,15,37
"1697",17026,7,16,45
"1698",17026,7,17,47
"1699",17026,7,18,47
"1700",17026,7,19,48
"1701",17026,7,20,65
"1702",17026,7,21,58
"1703",17026,7,22,78
"1704",17026,7,23,138
"1705",17027,1,0,164
"1706",17027,1,1,157
"1707",17027,1,2,210
"1708",17027,1,3,256
"1709",17027,1,4,235
"1710",17027,1,5,196
"1711",17027,1,6,194
"1712",17027,1,7,137
"1713",17027,1,8,57
"1714",17027,1,9,15
"1715",17027,1,10,10
"1716",17027,1,11,8
"1717",17027,1,12,15
"1718",17027,1,13,16
"1719",17027,1,14,25
"1720",17027,1,15,30
"1721",17027,1,16,42
"1722",17027,1,17,39
"1723",17027,1,18,54
"1724",17027,1,19,48
"1725",17027,1,20,43
"1726",17027,1,21,36
"1727",17027,1,22,27
"1728",17027,1,23,38
"1729",17028,2,0,32
"1730",17028,2,1,33
"1731",17028,2,2,23
"1732",17028,2,3,21
"1733",17028,2,4,12
"1734",17028,2,5,9
"1735",17028,2,6,5
"1736",17028,2,7,0
"1737",17028,2,8,1
"1738",17028,2,9,9
"1739",17028,2,10,12
"1740",17028,2,11,8
"1741",17028,2,12,17
"1742",17028,2,13,13
"1743",17028,2,14,30
"1744",17028,2,15,34
"1745",17028,2,16,31
"1746",17028,2,17,32
"1747",17028,2,18,32
"1748",17028,2,19,38
"1749",17028,2,20,33
"1750",17028,2,21,29
"1751",17028,2,22,36
"1752",17028,2,23,45
"1753",17029,3,0,30
"1754",17029,3,1,27
"1755",17029,3,2,32
"1756",17029,3,3,27
"1757",17029,3,4,15
"1758",17029,3,5,8
"1759",17029,3,6,5
"1760",17029,3,7,3
"1761",17029,3,8,1
"1762",17029,3,9,3
"1763",17029,3,10,2
"1764",17029,3,11,5
"1765",17029,3,12,17
"1766",17029,3,13,30
"1767",17029,3,14,32
"1768",17029,3,15,18
"1769",17029,3,16,22
"1770",17029,3,17,22
"1771",17029,3,18,32
"1772",17029,3,19,47
"1773",17029,3,20,34
"1774",17029,3,21,35
"1775",17029,3,22,37
"1776",17029,3,23,46
"1777",17030,4,0,37
"1778",17030,4,1,30
"1779",17030,4,2,35
"1780",17030,4,3,35
"1781",17030,4,4,30
"1782",17030,4,5,15
"1783",17030,4,6,12
"1784",17030,4,7,6
"1785",17030,4,8,5
"1786",17030,4,9,3
"1787",17030,4,10,2
"1788",17030,4,11,10
"1789",17030,4,12,45
"1790",17030,4,13,55
"1791",17030,4,14,42
"1792",17030,4,15,38
"1793",17030,4,16,30
"1794",17030,4,17,35
"1795",17030,4,18,43
"1796",17030,4,19,28
"1797",17030,4,20,39
"1798",17030,4,21,37
"1799",17030,4,22,61
"1800",17030,4,23,91
"1801",17031,5,0,60
"1802",17031,5,1,42
"1803",17031,5,2,41
"1804",17031,5,3,39
"1805",17031,5,4,33
"1806",17031,5,5,22
"1807",17031,5,6,17
"1808",17031,5,7,8
"1809",17031,5,8,3
"1810",17031,5,9,3
"1811",17031,5,10,7
"1812",17031,5,11,13
"1813",17031,5,12,27
"1814",17031,5,13,34
"1815",17031,5,14,44
"1816",17031,5,15,26
"1817",17031,5,16,21
"1818",17031,5,17,35
"1819",17031,5,18,54
"1820",17031,5,19,44
"1821",17031,5,20,52
"1822",17031,5,21,60
"1823",17031,5,22,66
"1824",17031,5,23,64
"1825",17032,6,0,90
"1826",17032,6,1,53
"1827",17032,6,2,62
"1828",17032,6,3,86
"1829",17032,6,4,65
"1830",17032,6,5,42
"1831",17032,6,6,42
"1832",17032,6,7,30
"1833",17032,6,8,8
"1834",17032,6,9,3
"1835",17032,6,10,14
"1836",17032,6,11,11
"1837",17032,6,12,39
"1838",17032,6,13,26
"1839",17032,6,14,51
"1840",17032,6,15,41
"1841",17032,6,16,40
"1842",17032,6,17,45
"1843",17032,6,18,52
"1844",17032,6,19,54
"1845",17032,6,20,53
"1846",17032,6,21,57
"1847",17032,6,22,90
"1848",17032,6,23,147
"1849",17033,7,0,202
"1850",17033,7,1,198
"1851",17033,7,2,206
"1852",17033,7,3,259
"1853",17033,7,4,262
"1854",17033,7,5,174
"1855",17033,7,6,192
"1856",17033,7,7,188
"1857",17033,7,8,50
"1858",17033,7,9,14
"1859",17033,7,10,7
"1860",17033,7,11,11
"1861",17033,7,12,23
"1862",17033,7,13,21
"1863",17033,7,14,27
"1864",17033,7,15,27
"1865",17033,7,16,38
"1866",17033,7,17,41
"1867",17033,7,18,52
"1868",17033,7,19,39
"1869",17033,7,20,65
"1870",17033,7,21,94
"1871",17033,7,22,140
"1872",17033,7,23,154
"1873",17034,1,0,181
"1874",17034,1,1,177
"1875",17034,1,2,204
"1876",17034,1,3,223
"1877",17034,1,4,258
"1878",17034,1,5,233
"1879",17034,1,6,201
"1880",17034,1,7,153
"1881",17034,1,8,51
"1882",17034,1,9,17
"1883",17034,1,10,13
"1884",17034,1,11,14
"1885",17034,1,12,15
"1886",17034,1,13,17
"1887",17034,1,14,36
"1888",17034,1,15,50
"1889",17034,1,16,50
"1890",17034,1,17,48
"1891",17034,1,18,48
"1892",17034,1,19,46
"1893",17034,1,20,50
"1894",17034,1,21,50
"1895",17034,1,22,55
"1896",17034,1,23,51
"1897",17035,2,0,59
"1898",17035,2,1,41
"1899",17035,2,2,37
"1900",17035,2,3,34
"1901",17035,2,4,32
"1902",17035,2,5,19
"1903",17035,2,6,17
"1904",17035,2,7,12
"1905",17035,2,8,7
"1906",17035,2,9,7
"1907",17035,2,10,16
"1908",17035,2,11,19
"1909",17035,2,12,20
"1910",17035,2,13,28
"1911",17035,2,14,29
"1912",17035,2,15,35
"1913",17035,2,16,39
"1914",17035,2,17,39
"1915",17035,2,18,25
"1916",17035,2,19,23
"1917",17035,2,20,47
"1918",17035,2,21,29
"1919",17035,2,22,39
"1920",17035,2,23,64
"1921",17036,3,0,80
"1922",17036,3,1,68
"1923",17036,3,2,49
"1924",17036,3,3,38
"1925",17036,3,4,33
"1926",17036,3,5,35
"1927",17036,3,6,21
"1928",17036,3,7,22
"1929",17036,3,8,9
"1930",17036,3,9,3
"1931",17036,3,10,6
"1932",17036,3,11,6
"1933",17036,3,12,34
"1934",17036,3,13,45
"1935",17036,3,14,40
"1936",17036,3,15,44
"1937",17036,3,16,38
"1938",17036,3,17,54
"1939",17036,3,18,58
"1940",17036,3,19,50
"1941",17036,3,20,38
"1942",17036,3,21,58
"1943",17036,3,22,72
"1944",17036,3,23,83
"1945",17037,4,0,70
"1946",17037,4,1,62
"1947",17037,4,2,68
"1948",17037,4,3,72
"1949",17037,4,4,56
"1950",17037,4,5,16
"1951",17037,4,6,8
"1952",17037,4,7,9
"1953",17037,4,8,4
"1954",17037,4,9,5
"1955",17037,4,10,6
"1956",17037,4,11,18
"1957",17037,4,12,29
"1958",17037,4,13,44
"1959",17037,4,14,44
"1960",17037,4,15,42
"1961",17037,4,16,36
"1962",17037,4,17,33
"1963",17037,4,18,35
"1964",17037,4,19,32
"1965",17037,4,20,40
"1966",17037,4,21,51
"1967",17037,4,22,71
"1968",17037,4,23,11
"1969",17038,5,0,0
"1970",17038,5,1,14
"1971",17038,5,2,30
"1972",17038,5,3,61
"1973",17038,5,4,52
"1974",17038,5,5,35
"1975",17038,5,6,29
"1976",17038,5,7,14
"1977",17038,5,8,4
"1978",17038,5,9,4
"1979",17038,5,10,11
"1980",17038,5,11,12
"1981",17038,5,12,34
"1982",17038,5,13,42
"1983",17038,5,14,43
"1984",17038,5,15,33
"1985",17038,5,16,44
"1986",17038,5,17,33
"1987",17038,5,18,45
"1988",17038,5,19,54
"1989",17038,5,20,44
"1990",17038,5,21,66
"1991",17038,5,22,97
"1992",17038,5,23,150
"1993",17039,6,0,135
"1994",17039,6,1,115
"1995",17039,6,2,148
"1996",17039,6,3,201
"1997",17039,6,4,240
"1998",17039,6,5,191
"1999",17039,6,6,187
"2000",17039,6,7,118
"2001",17039,6,8,14
"2002",17039,6,9,11
"2003",17039,6,10,8
"2004",17039,6,11,14
"2005",17039,6,12,42
"2006",17039,6,13,56
"2007",17039,6,14,46
"2008",17039,6,15,58
"2009",17039,6,16,68
"2010",17039,6,17,51
"2011",17039,6,18,66
"2012",17039,6,19,58
"2013",17039,6,20,77
"2014",17039,6,21,88
"2015",17039,6,22,110
"2016",17039,6,23,160
"2017",17040,7,0,199
"2018",17040,7,1,250
"2019",17040,7,2,254
"2020",17040,7,3,327
"2021",17040,7,4,417
"2022",17040,7,5,337
"2023",17040,7,6,317
"2024",17040,7,7,255
"2025",17040,7,8,69
"2026",17040,7,9,24
"2027",17040,7,10,9
"2028",17040,7,11,11
"2029",17040,7,12,21
"2030",17040,7,13,19
"2031",17040,7,14,42
"2032",17040,7,15,54
"2033",17040,7,16,80
"2034",17040,7,17,76
"2035",17040,7,18,96
"2036",17040,7,19,122
"2037",17040,7,20,128
"2038",17040,7,21,146
"2039",17040,7,22,190
"2040",17040,7,23,312
"2041",17041,1,0,311
"2042",17041,1,1,315
"2043",17041,1,2,344
"2044",17041,1,3,337
"2045",17041,1,4,317
"2046",17041,1,5,338
"2047",17041,1,6,301
"2048",17041,1,7,238
"2049",17041,1,8,113
"2050",17041,1,9,29
"2051",17041,1,10,21
"2052",17041,1,11,18
"2053",17041,1,12,23
"2054",17041,1,13,32
"2055",17041,1,14,42
"2056",17041,1,15,57
"2057",17041,1,16,80
"2058",17041,1,17,83
"2059",17041,1,18,86
"2060",17041,1,19,71
"2061",17041,1,20,78
"2062",17041,1,21,66
"2063",17041,1,22,70
"2064",17041,1,23,70
"2065",17042,2,0,65
"2066",17042,2,1,53
"2067",17042,2,2,60
"2068",17042,2,3,67
"2069",17042,2,4,48
"2070",17042,2,5,29
"2071",17042,2,6,14
"2072",17042,2,7,8
"2073",17042,2,8,4
"2074",17042,2,9,10
"2075",17042,2,10,20
"2076",17042,2,11,10
"2077",17042,2,12,21
"2078",17042,2,13,40
"2079",17042,2,14,46
"2080",17042,2,15,52
"2081",17042,2,16,45
"2082",17042,2,17,42
"2083",17042,2,18,42
"2084",17042,2,19,46
"2085",17042,2,20,57
"2086",17042,2,21,57
"2087",17042,2,22,66
"2088",17042,2,23,80
"2089",17043,3,0,56
"2090",17043,3,1,48
"2091",17043,3,2,51
"2092",17043,3,3,38
"2093",17043,3,4,29
"2094",17043,3,5,20
"2095",17043,3,6,11
"2096",17043,3,7,5
"2097",17043,3,8,1
"2098",17043,3,9,5
"2099",17043,3,10,10
"2100",17043,3,11,9
"2101",17043,3,12,25
"2102",17043,3,13,36
"2103",17043,3,14,34
"2104",17043,3,15,50
"2105",17043,3,16,33
"2106",17043,3,17,37
"2107",17043,3,18,41
"2108",17043,3,19,46
"2109",17043,3,20,46
"2110",17043,3,21,45
"2111",17043,3,22,59
"2112",17043,3,23,71
"2113",17044,4,0,63
"2114",17044,4,1,52
"2115",17044,4,2,55
"2116",17044,4,3,60
"2117",17044,4,4,46
"2118",17044,4,5,29
"2119",17044,4,6,17
"2120",17044,4,7,8
"2121",17044,4,8,7
"2122",17044,4,9,6
"2123",17044,4,10,3
"2124",17044,4,11,18
"2125",17044,4,12,25
"2126",17044,4,13,44
"2127",17044,4,14,10
"2128",17044,4,15,37
"2129",17044,4,16,45
"2130",17044,4,17,42
"2131",17044,4,18,58
"2132",17044,4,19,50
"2133",17044,4,20,65
"2134",17044,4,21,69
"2135",17044,4,22,77
"2136",17044,4,23,105
"2137",17045,5,0,102
"2138",17045,5,1,79
"2139",17045,5,2,72
"2140",17045,5,3,61
"2141",17045,5,4,55
"2142",17045,5,5,43
"2143",17045,5,6,22
"2144",17045,5,7,14
"2145",17045,5,8,4
"2146",17045,5,9,11
"2147",17045,5,10,11
"2148",17045,5,11,23
"2149",17045,5,12,40
"2150",17045,5,13,60
"2151",17045,5,14,58
"2152",17045,5,15,44
"2153",17045,5,16,72
"2154",17045,5,17,83
"2155",17045,5,18,73
"2156",17045,5,19,69
"2157",17045,5,20,93
"2158",17045,5,21,98
"2159",17045,5,22,121
"2160",17045,5,23,137
"2161",17046,6,0,141
"2162",17046,6,1,142
"2163",17046,6,2,155
"2164",17046,6,3,188
"2165",17046,6,4,224
"2166",17046,6,5,213
"2167",17046,6,6,168
"2168",17046,6,7,121
"2169",17046,6,8,14
"2170",17046,6,9,16
"2171",17046,6,10,15
"2172",17046,6,11,17
"2173",17046,6,12,38
"2174",17046,6,13,65
"2175",17046,6,14,55
"2176",17046,6,15,86
"2177",17046,6,16,113
"2178",17046,6,17,113
"2179",17046,6,18,120
"2180",17046,6,19,120
"2181",17046,6,20,111
"2182",17046,6,21,136
"2183",17046,6,22,174
"2184",17046,6,23,229
"2185",17047,7,0,263
"2186",17047,7,1,348
"2187",17047,7,2,332
"2188",17047,7,3,452
"2189",17047,7,4,426
"2190",17047,7,5,379
"2191",17047,7,6,311
"2192",17047,7,7,212
"2193",17047,7,8,90
"2194",17047,7,9,27
"2195",17047,7,10,18
"2196",17047,7,11,13
"2197",17047,7,12,17
"2198",17047,7,13,45
"2199",17047,7,14,52
"2200",17047,7,15,82
"2201",17047,7,16,131
"2202",17047,7,17,158
"2203",17047,7,18,169
"2204",17047,7,19,193
"2205",17047,7,20,216
"2206",17047,7,21,234
"2207",17047,7,22,201
"2208",17047,7,23,198
"2209",17048,1,0,215
"2210",17048,1,1,237
"2211",17048,1,2,353
"2212",17048,1,3,416
"2213",17048,1,4,410
"2214",17048,1,5,408
"2215",17048,1,6,336
"2216",17048,1,7,277
"2217",17048,1,8,133
"2218",17048,1,9,37
"2219",17048,1,10,15
"2220",17048,1,11,15
"2221",17048,1,12,19
