10995,1
11017,1
11019,15
11020,731
11048,7
11049,886
11079,18
11080,843
11087,1
11108,12
11109,1110
11113,1
11117,1
11139,20
11140,1166
11165,1
11169,17
11170,811
11173,1
11200,13
11201,1321
11231,18
11232,989
11261,11
11262,698
11293,9
11294,653
11296,1
11323,6
11324,1430
11354,49
11355,5517
11385,10
11386,635
11413,13
11414,768
11417,1
11433,1
11444,9
11445,744
11473,9
11474,855
11484,1
11504,10
11505,947
11534,13
11535,778
11565,18
11566,1134
11596,17
11597,920
11607,1
11609,1
11626,11
11627,715
11658,11
11659,627
11688,4
11689,1219
11708,1
11719,34
11720,4929
11750,10
11751,669
11759,1
11778,9
11779,639
11787,1
11809,5
11810,691
11838,9
11839,868
11851,1
11868,1
11869,12
11870,882
11877,1
11899,16
11900,665
11930,17
11931,1194
11939,1
11961,15
11962,903
11991,10
11992,635
12023,12
12024,599
12053,8
12054,1277
12080,1
12084,39
12085,5187
12115,18
12116,675
12143,7
12144,818
12158,1
12168,1
12174,15
12175,765
12192,1
12203,11
12204,943
12218,1
12219,1
12234,19
12235,1030
12264,9
12265,768
12295,15
12296,1343
12308,1
12314,1
12326,12
12327,998
12342,1
12356,13
12357,741
12388,13
12389,670
12418,15
12419,1462
12447,1
12449,63
12450,5789
12480,11
12481,744
12492,1
12509,7
12510,859
12540,10
12541,995
12568,1
12569,17
12570,1034
12575,1
12592,1
12600,12
12601,1175
12604,1
12627,1
12630,16
12631,926
12646,1
12661,17
12662,1595
12692,23
12693,1094
12702,1
12722,15
12723,845
12753,9
12755,825
12769,1
12784,12
12785,1657
12790,1
12794,1
12815,63
12816,6681
12846,14
12847,848
12874,14
12875,1013
12905,15
12906,985
12915,1
12919,1
12934,15
12935,1403
12954,1
12965,18
12966,1404
12971,1
12981,1
12988,1
12992,1
12993,1
12994,1
12995,16
12996,1159
12999,1
13001,1
13012,1
13014,1
13020,1
13026,21
13027,2010
13029,1
13041,2
13046,1
13050,1
13057,27
13058,1300
13064,1
13075,1
13084,1
13086,1
13087,18
13088,1028
13098,1
13103,1
13104,1
13112,1
13113,1
13119,13
13120,1060
13121,1
13125,91
13126,129
13127,172
13128,143
13129,126
13130,146
13131,63
13132,60
13133,101
13134,107
13135,112
13136,109
13137,138
13138,56
13139,55
13140,76
13141,122
13142,119
13143,46
13144,39
13145,29
13146,27
13147,90
13148,85
13149,118
13150,2020
13151,112
13152,52
13153,53
13154,94
13155,107
13156,97
13157,92
13158,95
13159,32
13160,43
13161,94
13162,89
13163,87
13164,84
13165,106
13166,31
13167,35
13168,58
13169,96
13170,93
13171,88
13172,53
13173,11
13174,8
13175,14
13176,44
13177,57
13178,76
13179,57
13180,96
13181,7189
13182,31
13183,96
13184,108
13185,132
13186,148
13187,62
13188,75
13189,80
13190,109
13191,105
13192,104
13193,135
13194,61
13195,63
13196,78
13197,96
13198,120
13199,108
13200,137
13201,51
13202,67
13203,92
13204,85
13205,104
13206,103
13207,100
13208,48
13209,71
13210,81
13211,128
13212,1078
13213,106
13214,124
13215,48
13216,63
13217,118
13218,139
13219,141
13220,121
13221,143
13222,50
13223,67
13224,136
13225,137
13226,137
13227,137
13228,166
13229,43
13230,49
13231,69
13232,107
13233,102
13234,78
13235,133
13236,42
13237,56
13238,96
13239,127
13240,1279
13241,103
13242,153
13243,51
13244,70
13245,102
13246,122
13247,126
13248,99
13249,163
13250,33
13251,54
13252,161
13253,105
13254,123
13255,124
13256,109
13257,52
13258,56
13259,98
13260,105
13261,132
13262,109
13263,129
13264,49
13265,59
13266,93
13267,101
13268,125
13269,104
13270,157
13271,1196
13272,133
13273,120
13274,89
13275,106
13276,136
13277,41
13278,43
13279,94
13280,110
13281,120
13282,87
13283,93
13284,26
13285,49
13286,65
13287,100
13288,100
13289,82
13290,124
13291,49
13292,58
13293,89
13294,107
13295,89
13296,80
13297,117
13298,54
13299,65
13300,1604
13301,101
13302,105
13303,109
13304,108
13305,42
13306,48
13307,73
13308,83
13309,98
13310,88
13311,115
13312,49
13313,44
13314,98
13315,104
13316,86
13317,87
13318,136
13319,43
13320,54
13321,73
13322,93
13323,90
13324,93
13325,83
13326,27
13327,45
13328,14
13329,85
13330,111
13331,1766
13332,103
13333,48
13334,54
13335,89
13336,113
13337,94
13338,177
13339,111
13340,33
13341,45
13342,69
13343,80
13344,96
13345,87
13346,108
13347,43
13348,45
13349,95
13350,109
13351,78
13352,95
13353,109
13354,31
13355,71
13356,63
13357,83
13358,93
13359,70
13360,140
13361,1256
13362,37
13363,33
13364,22
13365,83
13366,93
13367,95
13368,44
13369,36
13370,67
13371,104
13372,107
13373,81
13374,110
13375,38
13376,50
13377,77
13378,81
13379,87
13380,92
13381,97
13382,35
13383,38
13384,81
13385,84
13386,96
13387,95
13388,87
13389,29
13390,38
13391,85
13392,2304
13393,97
13394,95
13395,109
13396,24
13397,34
13398,61
13399,82
13400,88
13401,94
13402,85
13403,32
13404,34
13405,75
13406,92
13407,87
13408,90
13409,112
13410,34
13411,39
13412,37
13413,85
13414,87
13415,86
13416,95
13417,32
13418,39
13419,57
13420,83
13421,55
13422,104
13423,1568
13424,32
13425,36
13426,15
13427,66
13428,83
13429,80
13430,99
13431,36
13432,45
13433,60
13434,80
13435,80
13436,86
13437,95
13438,39
13439,45
13440,70
13441,77
13442,75
13443,68
13444,95
13445,39
13446,56
13447,82
13448,89
13449,81
13450,78
13451,80
13452,59
13453,1163
13454,71
13455,74
13456,78
13457,93
13458,90
13459,35
13460,35
13461,45
13462,78
13463,62
13464,75
13465,94
13466,38
13467,40
13468,56
13469,78
13470,69
13471,88
13472,118
13473,24
13474,38
13475,64
13476,83
13477,80
13478,61
13479,76
13480,34
13481,51
13483,67
13484,96
13485,1176
13486,94
13487,92
13488,35
13489,50
13490,75
13491,73
13492,63
13493,78
13494,80
13495,22
13496,34
13497,67
13498,70
13499,86
13500,91
13501,92
13502,28
13503,24
13504,52
13505,78
13506,74
13507,23
13508,28
13509,16
13510,13
13511,59
13512,57
13513,60
13514,88
13515,1951
13516,31
13517,32
13518,65
13519,55
13520,52
13521,52
13522,71
13523,30
13524,36
13525,66
13526,56
13527,45
13528,63
13529,69
13530,35
13531,26
13532,58
13533,44
13534,53
13535,44
13536,42
13537,11
13538,10
13539,2
13540,20
13541,38
13542,43
13543,46
13544,17
13545,80
13546,7447
13547,58
13548,77
13549,81
13550,100
13551,35
13552,84
13553,68
13554,110
13555,72
13556,101
13557,107
13558,32
13559,47
13560,66
13561,69
13562,67
13563,62
13564,72
13565,31
13566,39
13567,79
13568,77
13569,76
13570,64
13571,102
13572,34
13573,61
13574,52
13575,67
13576,93
13577,1153
13578,96
13579,33
13580,49
13581,63
13582,80
13583,86
13584,86
13585,93
13586,29
13587,38
13588,76
13589,56
13590,72
13591,73
13592,90
13593,33
13594,34
13595,47
13596,74
13597,84
13598,72
13599,114
13600,37
13601,45
13602,74
13603,64
13604,86
13605,1344
13606,84
13607,44
13608,45
13609,57
13610,86
13611,76
13612,63
13613,101
13614,27
13615,95
13616,91
13617,78
13618,72
13619,82
13620,34
13621,30
13622,81
13623,79
13624,81
13625,68
13626,73
13627,34
13628,50
13629,70
13630,63
13631,64
13632,64
13633,74
13634,61
13635,1369
13636,62
13637,61
13638,65
13639,66
13640,46
13641,20
13642,27
13643,52
13644,73
13645,71
13646,62
13647,89
13648,36
13649,42
13650,60
13651,72
13652,72
13653,69
13654,86
13655,39
13656,39
13657,62
13658,71
13659,67
13660,66
13661,74
13662,29
13663,34
13664,86
13665,1622
13666,69
13667,65
13668,72
13669,37
13670,42
13671,78
13672,83
13673,76
13674,83
13675,96
13676,42
13677,33
13678,70
13679,65
13680,66
13681,77
13682,88
13683,34
13684,42
13685,44
13686,87
13687,84
13688,44
13689,81
13690,30
13691,30
13692,25
13693,62
13694,66
13695,88
13696,1738
13697,34
13698,42
13699,49
13700,69
13701,63
13702,53
13703,80
13704,29
13705,47
13706,54
13707,45
13708,57
13709,58
13710,82
13711,38
13712,45
13713,49
13714,58
13715,61
13716,72
13717,81
13718,22
13719,53
13720,45
13721,56
13722,62
13723,47
13724,67
13725,43
13726,1575
13727,30
13728,60
13729,29
13730,59
13731,44
13732,24
13733,38
13734,63
13735,56
13736,53
13737,47
13738,60
13739,29
13740,46
13741,44
13742,72
13743,61
13744,60
13745,74
13746,20
13747,62
13748,60
13749,60
13750,51
13751,53
13752,53
13753,28
